Gridded_UID,Desktop_UID,marxancode,section,speciesgroup,species,featuretype,attributetype,,final_target_low,final_target_med,final_target_high,Issue,Tracked,species name,postremoval
eco_inverts_seastarochre_records_d,eco_inverts_seastarochre_records_d,7390100,eco,inverts,seastarochre,records,,Ochre star^,0,0,0,,^,Ochre star,no
eco_inverts_shrimpcoonstripe_records_d,eco_inverts_shrimpcoonstripe_records_d,7320100,eco,inverts,shrimpcoonstripe,records,,Coonstripe/dock shrimp^,0,0,0,,^,Coonstripe/dock shrimp,no
eco_inverts_shrimphumpback_records_d,eco_inverts_shrimphumpback_records_d,7330100,eco,inverts,shrimphumpback,records,,Humpback shrimp ^,0,0,0,,^,Humpback shrimp ,no
eco_inverts_shrimpsidestripe_records_d,eco_inverts_shrimpsidestripe_records_d,7300100,eco,inverts,shrimpsidestripe,records,,Sidestripe shrimp^,0,0,0,,^,Sidestripe shrimp,no
eco_inverts_shrimpsmoothpink_records_d,eco_inverts_shrimpsmoothpink_records_d,7340100,eco,inverts,shrimpsmoothpink,records,,Smooth pink shrimp^,0,0,0,,^,Smooth pink shrimp,no
eco_inverts_shrimpspinypink_records_d,eco_inverts_shrimpspinypink_records_d,7310100,eco,inverts,shrimpspinypink,records,,Spiny or northern pink shrimp^,0,0,0,,^,Spiny or northern pink shrimp,no
FNCCP_1000100_d,,1000100,,,,,,Central Coast 10,,,,,,,
FNCCP_1000200_d,,1000200,,,,,,Central Coast 11,,,,,,,
FNCCP_1000300_d,,1000300,,,,,,Central Coast 12,,,,,,,
FNCCP_1000400_d,,1000400,,,,,,Central Coast 13,,,,,,,
FNCCP_1000500_d,,1000500,,,,,,Central Coast 14,,,,,,,
FNCCP_1000600_d,,1000600,,,,,,Central Coast 15,,,,,,,
FNCCP_1000700_d,,1000700,,,,,,Central Coast 16,,,,,,,
FNCCP_1000800_d,,1000800,,,,,,Central Coast 17,,,,,,,
FNCCP_1000900_d,,1000900,,,,,,Central Coast 18,,,,,,,
FNCCP_1001000_d,,1001000,,,,,,Central Coast 19,,,,,,,
FNCCP_1001100_d,,1001100,,,,,,Central Coast 2,,,,,,,
FNCCP_1001200_d,,1001200,,,,,,Central Coast 20,,,,,,,
FNCCP_1001300_d,,1001300,,,,,,Central Coast 21,,,,,,,
FNCCP_1001400_d,,1001400,,,,,,Central Coast 22,,,,,,,
FNCCP_1001500_d,,1001500,,,,,,Central Coast 23,,,,,,,
FNCCP_1001600_d,,1001600,,,,,,Central Coast 24,,,,,,,
FNCCP_1001700_d,,1001700,,,,,,Central Coast 25,,,,,,,
FNCCP_1001800_d,,1001800,,,,,,Central Coast 26,,,,,,,
FNCCP_1001900_d,,1001900,,,,,,Central Coast 27,,,,,,,
FNCCP_1002000_d,,1002000,,,,,,Central Coast 28,,,,,,,
FNCCP_1002100_d,,1002100,,,,,,Central Coast 29,,,,,,,
FNCCP_1002200_d,,1002200,,,,,,Central Coast 30,,,,,,,
FNCCP_1002300_d,,1002300,,,,,,Central Coast 31,,,,,,,
FNCCP_1002400_d,,1002400,,,,,,Central Coast 32,,,,,,,
FNCCP_1002500_d,,1002500,,,,,,Central Coast 33,,,,,,,
FNCCP_1002600_d,,1002600,,,,,,Central Coast 34,,,,,,,
FNCCP_1002700_d,,1002700,,,,,,Central Coast 35,,,,,,,
FNCCP_1002800_d,,1002800,,,,,,Central Coast 36,,,,,,,
FNCCP_1002900_d,,1002900,,,,,,Central Coast 37,,,,,,,
FNCCP_1003000_d,,1003000,,,,,,Central Coast 38,,,,,,,
FNCCP_1003100_d,,1003100,,,,,,Central Coast 39,,,,,,,
FNCCP_1003200_d,,1003200,,,,,,Central Coast 4,,,,,,,
FNCCP_1003300_d,,1003300,,,,,,Central Coast 40,,,,,,,
FNCCP_1003400_d,,1003400,,,,,,Central Coast 41,,,,,,,
FNCCP_1003500_d,,1003500,,,,,,Central Coast 42,,,,,,,
FNCCP_1003600_d,,1003600,,,,,,Central Coast 43,,,,,,,
FNCCP_1003700_d,,1003700,,,,,,Central Coast 44,,,,,,,
FNCCP_1003800_d,,1003800,,,,,,Central Coast 45,,,,,,,
FNCCP_1003900_d,,1003900,,,,,,Central Coast 46,,,,,,,
FNCCP_1004000_d,,1004000,,,,,,Central Coast 47,,,,,,,
FNCCP_1004100_d,,1004100,,,,,,Central Coast 48,,,,,,,
FNCCP_1004200_d,,1004200,,,,,,Central Coast 49,,,,,,,
FNCCP_1004300_d,,1004300,,,,,,Central Coast 5,,,,,,,
FNCCP_1004400_d,,1004400,,,,,,Central Coast 50,,,,,,,
FNCCP_1004500_d,,1004500,,,,,,Central Coast 51,,,,,,,
FNCCP_1004600_d,,1004600,,,,,,Central Coast 52,,,,,,,
FNCCP_1004700_d,,1004700,,,,,,Central Coast 53,,,,,,,
FNCCP_1004800_d,,1004800,,,,,,Central Coast 54,,,,,,,
FNCCP_1004900_d,,1004900,,,,,,Central Coast 55,,,,,,,
FNCCP_1005000_d,,1005000,,,,,,Central Coast 56,,,,,,,
FNCCP_1005100_d,,1005100,,,,,,Central Coast 57,,,,,,,
FNCCP_1005200_d,,1005200,,,,,,Central Coast 58,,,,,,,
FNCCP_1005300_d,,1005300,,,,,,Central Coast 59,,,,,,,
FNCCP_1005400_d,,1005400,,,,,,Central Coast 6,,,,,,,
FNCCP_1005500_d,,1005500,,,,,,Central Coast 60,,,,,,,
FNCCP_1005600_d,,1005600,,,,,,Central Coast 7,,,,,,,
FNCCP_1005700_d,,1005700,,,,,,Central Coast 8,,,,,,,
FNCCP_1005800_d,,1005800,,,,,,Central Coast 9,,,,,,,
FNCCP_1005900_d,,1005900,,,,,,Ain,,,,,,,
FNCCP_1006000_d,,1006000,,,,,,Awun,,,,,,,
FNCCP_1006100_d,,1006100,,,,,,Cape St. James,,,,,,,
FNCCP_1006200_d,,1006200,,,,,,Cartwright Sound,,,,,,,
FNCCP_1006300_d,,1006300,,,,,,Celestial Reef,,,,,,,
FNCCP_1006400_d,,1006400,,,,,,Copper Bay,,,,,,,
FNCCP_1006500_d,,1006500,,,,,,"Cumshewa, Skedans, Reef, Mathers Ck.",,,,,,,
FNCCP_1006600_d,,1006600,,,,,,Denham Shoals,,,,,,,
FNCCP_1006700_d,,1006700,,,,,,Dogfish Bank,,,,,,,
FNCCP_1006800_d,,1006800,,,,,,Englefield,,,,,,,
FNCCP_1006900_d,,1006900,,,,,,Frederick to Hippa,,,,,,,
FNCCP_1007000_d,,1007000,,,,,,Frederick to Slope,,,,,,,
FNCCP_1007100_d,,1007100,,,,,,Jalun River Estuary,,,,,,,
FNCCP_1007200_d,,1007200,,,,,,Juskatla Narrows,,,,,,,
FNCCP_1007300_d,,1007300,,,,,,Kaisun,,,,,,,
FNCCP_1007400_d,,1007400,,,,,,Kamdis Slough,,,,,,,
FNCCP_1007500_d,,1007500,,,,,,Kano Inlet,,,,,,,
FNCCP_1007600_d,,1007600,,,,,,Kindakun,,,,,,,
FNCCP_1007700_d,,1007700,,,,,,Kindakun to Slope,,,,,,,
FNCCP_1007800_d,,1007800,,,,,,Langara Island,,,,,,,
FNCCP_1007900_d,,1007900,,,,,,Learmonth Bank,,,,,,,
FNCCP_1008000_d,,1008000,,,,,,Lepas Bay,,,,,,,
FNCCP_1008100_d,,1008100,,,,,,Lignite Creek Estuary,,,,,,,
FNCCP_1008200_d,,1008200,,,,,,Masset Inlet,,,,,,,
FNCCP_1008300_d,,1008300,,,,,,Masset Inlet South,,,,,,,
FNCCP_1008400_d,,1008400,,,,,,McIntyre Bay,,,,,,,
FNCCP_1008500_d,,1008500,,,,,,Mercer Creek Estuary,,,,,,,
FNCCP_1008600_d,,1008600,,,,,,Mid-Moresby Trough,,,,,,,
FNCCP_1008700_d,,1008700,,,,,,Mitchell's Trough,,,,,,,
FNCCP_1008800_d,,1008800,,,,,,Naden Harbour,,,,,,,
FNCCP_1008900_d,,1008900,,,,,,Naden/Davidson Complex Estaury,,,,,,,
FNCCP_1009000_d,,1009000,,,,,,NW Graham Kiusta/Jalen/Wiah,,,,,,,
FNCCP_1009100_d,,1009100,,,,,,Olde Masset - Yan,,,,,,,
FNCCP_1009200_d,,1009200,,,,,,Port Louis,,,,,,,
FNCCP_1009300_d,,1009300,,,,,,Rennell Sound / Gospel,,,,,,,
FNCCP_1009400_d,,1009400,,,,,,Rose Spit,,,,,,,
FNCCP_1009500_d,,1009500,,,,,,Skidegate Inlet,,,,,,,
FNCCP_1009600_d,,1009600,,,,,,Skidegate Village,,,,,,,
FNCCP_1009700_d,,1009700,,,,,,Slatechuck,,,,,,,
FNCCP_1009800_d,,1009800,,,,,,South Moresby Trough,,,,,,,
FNCCP_1009900_d,,1009900,,,,,,Yakoun,,,,,,,
FNCCP_1010000_d,,1010000,,,,,,Aristazabal Island North AMENDED,,,,,,,
FNCCP_1010100_d,,1010100,,,,,,Baker Inlet,,,,,,,
FNCCP_1010200_d,,1010200,,,,,,Big Bay,,,,,,,
FNCCP_1010300_d,,1010300,,,,,,Browning Entrance/Dolphin Island AMENDED,,,,,,,
FNCCP_1010400_d,,1010400,,,,,,Butedale Klekane,,,,,,,
FNCCP_1010500_d,,1010500,,,,,,Campania Sound/Whale Channel,,,,,,,
FNCCP_1010600_d,,1010600,,,,,,Central Banks Island,,,,,,,
FNCCP_1010700_d,,1010700,,,,,,Chatham Sound Sponge Reef,,,,,,,
FNCCP_1010800_d,,1010800,,,,,,Chief Mathews Bay,,,,,,,
FNCCP_1010900_d,,1010900,,,,,,Devastation Channel,,,,,,,
FNCCP_1011000_d,,1011000,,,,,,Dewdney Island,,,,,,,
FNCCP_1011100_d,,1011100,,,,,,Dundas Island,,,,,,,
FNCCP_1011200_d,,1011200,,,,,,Edye Passage,,,,,,,
FNCCP_1011300_d,,1011300,,,,,,Endhill,,,,,,,
FNCCP_1011400_d,,1011400,,,,,,Fin Island/MacDonald Bay AMENDED,,,,,,,
FNCCP_1011500_d,,1011500,,,,,,Flora Banks - Agnew - Horsey,,,,,,,
FNCCP_1011600_d,,1011600,,,,,,Gardner Canal,,,,,,,
FNCCP_1011700_d,,1011700,,,,,,Gardner Canal (SMZ),,,,,,,
FNCCP_1011800_d,,1011800,,,,,,Gull Rocks South,,,,,,,
FNCCP_1011900_d,,1011900,,,,,,Kemano,,,,,,,
FNCCP_1012000_d,,1012000,,,,,,Kiltoish Inlet,,,,,,,
FNCCP_1012100_d,,1012100,,,,,,Kiskosh Inlet,,,,,,,
FNCCP_1012200_d,,1012200,,,,,,Kitkiata Inlet,,,,,,,
FNCCP_1012300_d,,1012300,,,,,,Kitsaway Passage,,,,,,,
FNCCP_1012400_d,,1012400,,,,,,Klewnugget Inlet,,,,,,,
FNCCP_1012500_d,,1012500,,,,,,Kooryet Bay,,,,,,,
FNCCP_1012600_d,,1012600,,,,,,Kumealon Inlet,,,,,,,
FNCCP_1012700_d,,1012700,,,,,,Kxneal Inlet,,,,,,,
FNCCP_1012800_d,,1012800,,,,,,Lowe Inlet,,,,,,,
FNCCP_1012900_d,,1012900,,,,,,Lucy Island,,,,,,,
FNCCP_1013000_d,,1013000,,,,,,Markle Pass,,,,,,,
FNCCP_1013100_d,,1013100,,,,,,Metlakatla Pass,,,,,,,
FNCCP_1013200_d,,1013200,,,,,,Mink Trap Bay,,,,,,,
FNCCP_1013300_d,,1013300,,,,,,Moore Islands,,,,,,,
FNCCP_1013400_d,,1013400,,,,,,North Banks Island,,,,,,,
FNCCP_1013500_d,,1013500,,,,,,North Danger Rocks,,,,,,,
FNCCP_1013600_d,,1013600,,,,,,Otter Passage,,,,,,,
FNCCP_1013700_d,,1013700,,,,,,Skeena Mouth AMENDED,,,,,,,
FNCCP_1013800_d,,1013800,,,,,,Smithers Island,,,,,,,
FNCCP_1013900_d,,1013900,,,,,,Squally Channel,,,,,,,
FNCCP_1014000_d,,1014000,,,,,,Stephens Island,,,,,,,
FNCCP_1014100_d,,1014100,,,,,,Stephens Island East,,,,,,,
FNCCP_1014200_d,,1014200,,,,,,Stephens Passage - Arthur Island,,,,,,,
FNCCP_1014300_d,,1014300,,,,,,Tree Knob Group,,,,,,,
FNCCP_1014400_d,,1014400,,,,,,Trutch Island,,,,,,,
FNCCP_1014500_d,,1014500,,,,,,Union Passage/Tuwartz Inlet,,,,,,,
FNCCP_1014600_d,,1014600,,,,,,Ursula Channel,,,,,,,
FNCCP_1014700_d,,1014700,,,,,,West Banks Island,,,,,,,
FNCCP_1014800_d,,1014800,,,,,,Wright Sound -Lower Douglas Channel,,,,,,,
FNCCP_1014900_d,,1014900,,,,,,'Oo-Tso'--Lis'  / Frederick Sound,,,,,,,
FNCCP_1015000_d,,1015000,,,,,,Ahelakerho / Nathlegalis / Wyclese / Naysash,,,,,,,
FNCCP_1015100_d,,1015100,,,,,,Ba’as / Blunden Harbour/Bradley Lagoon,,,,,,,
FNCCP_1015200_d,,1015200,,,,,,Beaver Harbour,,,,,,,
FNCCP_1015300_d,,1015300,,,,,,Booker Lagoon,,,,,,,
FNCCP_1015400_d,,1015400,,,,,,Broughton,,,,,,,
FNCCP_1015500_d,,1015500,,,,,,Burdwood Group,,,,,,,
FNCCP_1015600_d,,1015600,,,,,,Cape Caution,,,,,,,
FNCCP_1015700_d,,1015700,,,,,,Cormorant Channel,,,,,,,
FNCCP_1015800_d,,1015800,,,,,,Forward / Wellbore / Sunderland,,,,,,,
FNCCP_1015900_d,,1015900,,,,,,H’ksum / Sayward,,,,,,,
FNCCP_1016000_d,,1016000,,,,,,Hiladi / Adam River,,,,,,,
FNCCP_1016100_d,,1016100,,,,,,Jackson / Topaz,,,,,,,
FNCCP_1016200_d,,1016200,,,,,,Kalogwis,,,,,,,
FNCCP_1016300_d,,1016300,,,,,,Knight Inlet North,,,,,,,
FNCCP_1016400_d,,1016400,,,,,,Kokwiiss / Alison Sound / Wa'ump / Tsai-kwi-ee,,,,,,,
FNCCP_1016500_d,,1016500,,,,,,Loughborough Inlet / Matlaten / Stafford Apple,,,,,,,
FNCCP_1016600_d,,1016600,,,,,,Maple Cove & Gilfrod Creek,,,,,,,
FNCCP_1016700_d,,1016700,,,,,,Minstrel Island / Call Inlet / Havanna Channel,,,,,,,
FNCCP_1016800_d,,1016800,,,,,,Nenahlmai Lagoon / Woods Lagoon / Warner Bay,,,,,,,
FNCCP_1016900_d,,1016900,,,,,,Nigei Island,,,,,,,
FNCCP_1017000_d,,1017000,,,,,,Nimpkish Estuary,,,,,,,
FNCCP_1017100_d,,1017100,,,,,,North Shore/ Boswell Inlet,,,,,,,
FNCCP_1017200_d,,1017200,,,,,,Phillips Arm,,,,,,,
FNCCP_1017300_d,,1017300,,,,,,Phillips Arm Entrance,,,,,,,
FNCCP_1017400_d,,1017400,,,,,,Port Neville,,,,,,,
FNCCP_1017500_d,,1017500,,,,,,Rock Bay,,,,,,,
FNCCP_1017600_d,,1017600,,,,,,South East Quadra Island,,,,,,,
FNCCP_1017700_d,,1017700,,,,,,Viner Sound & Shoal Bay,,,,,,,
FNCCP_1017800_d,,1017800,,,,,,Wa?Watl / Seymour Extension,,,,,,,
